assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,id
0,0,0,0,0.0,9,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,7,0,0,0,0,1,0,30199,2,0,0.0,0,0,0,0,55,False,0,9
0,0,11,0,22.4,33,2,2,0,4.4,13.2,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,342130,0,2,8.0,1,0,0,0,50,False,0,33
0,0,6,0,3.1,331,9,2,0,0.5,1.0,2022-08-07T13:00:00Z,52,5,0,0,0,0,1,0,83919,2,1,1.0,1,0,0,0,55,True,0,331
0,0,0,0,0.0,488,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,0,1,0,5128,1,2,0.0,0,0,0,0,55,False,0,488
0,0,0,0,0.0,553,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,15,0,0,0,0,1,0,3300,0,2,0.0,0,0,0,0,45,False,0,553
0,0,3,0,0.0,18,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,1,7,0,0,0,0,1,0,19266,2,0,0.0,1,0,0,0,45,False,0,18
0,0,0,0,0.0,39,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,573589,0,2,0.0,0,0,0,0,45,False,0,39
0,0,0,0,0.0,214,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,7339,2,2,0.0,0,0,0,0,50,True,0,214
0,0,0,0,0.0,27,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,7,0,0,0,0,1,0,8331,2,0,0.0,0,0,0,0,50,False,0,27
0,0,0,0,0.0,55,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,597,0,2,0.0,0,0,0,0,45,False,0,55
0,0,0,0,0.0,184,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,6,0,0,0,0,1,0,20161,1,0,0.0,0,0,0,0,45,True,0,184
0,0,0,0,0.0,351,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,16,0,0,0,0,1,0,6409,0,2,0.0,0,0,0,0,45,True,0,351
0,0,8,0,15.8,42,2,1,0,2.3,4.8,2022-08-06T14:00:00Z,45,3,0,0,0,0,1,0,42305,0,2,2.0,1,0,0,0,60,False,0,42
0,3,48,1,4.8,318,10,0,2,14.0,62.6,2022-08-07T15:30:00Z,77,19,0,0,0,0,1,0,3398599,2,0,73.0,13,0,0,0,115,False,0,318
0,0,13,0,15.8,244,5,1,0,3.5,15.2,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,46085,1,2,4.0,2,0,0,0,50,True,0,244
0,0,4,0,7.8,284,4,2,0,2.9,13.2,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,1027195,2,2,8.0,1,0,0,0,70,False,0,284
0,0,0,0,0.0,125,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,0,1,0,35773,2,1,0.0,0,0,0,0,50,False,0,125
0,0,16,0,18.7,457,10,2,0,4.1,22.0,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,266706,2,0,0.0,1,0,0,0,50,True,0,457
0,0,13,1,1.3,57,2,0,0,1.2,6.2,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,12696,0,2,4.0,5,0,0,0,45,True,1,57
0,0,5,0,19.8,346,4,2,0,3.2,0.6,2022-08-06T11:30:00Z,88,12,0,0,0,0,1,0,2013818,2,2,12.0,2,0,0,0,45,True,0,346
0,0,2,0,1.1,460,10,1,0,0.8,0.0,2022-08-07T15:30:00Z,56,13,0,0,0,0,1,0,23321,2,0,8.0,1,0,0,0,55,True,0,460
0,0,0,0,0.0,141,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,8,0,0,0,0,1,0,55821,1,0,0.0,0,0,0,0,50,False,0,141
0,0,5,0,1.4,195,3,1,0,1.6,2.2,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,104719,1,0,12.0,2,0,0,0,55,True,0,195
0,0,0,0,0.0,558,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,0,1,0,40105,1,2,0.0,0,0,0,0,40,False,0,558
0,0,0,0,0.0,343,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,215734,2,1,0.0,0,0,0,0,40,True,0,343
0,0,16,0,22.1,186,3,1,0,3.8,13.8,2022-08-06T16:30:00Z,90,6,0,0,0,0,1,0,11182,1,0,2.0,2,0,0,0,55,True,0,186
0,0,0,0,0.0,177,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,6,0,0,0,0,1,0,15143,1,0,0.0,0,0,0,0,50,True,0,177
0,0,0,0,2.6,405,8,2,0,0.6,3.4,2022-08-06T14:00:00Z,45,18,0,0,0,0,1,0,9352,1,4,0.0,1,0,0,0,50,False,0,405
0,0,0,0,0.0,546,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,3082,2,2,0.0,0,0,0,0,45,True,0,546
0,0,0,0,0.0,129,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,8,0,0,0,0,1,0,292906,1,0,0.0,0,0,0,0,55,False,0,129
0,0,19,0,0.3,230,5,1,0,3.0,25.4,2022-08-06T14:00:00Z,90,20,0,0,0,0,1,0,9288,1,2,4.0,2,0,0,0,45,True,0,230
0,0,3,0,1.4,158,1,1,0,0.2,0.8,2022-08-05T19:00:00Z,15,1,0,0,0,0,1,0,54854,2,0,0.0,1,0,0,0,45,True,0,158
0,0,0,0,0.0,49,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,2562,0,2,0.0,0,0,0,0,45,False,0,49
0,0,0,0,0.0,537,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,8744,0,2,0.0,0,0,0,0,40,False,0,537
0,0,0,0,0.0,310,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,0,1,0,3618,2,0,0.0,0,0,0,0,40,False,0,310
0,0,0,0,0.0,154,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,0,1,0,1347,2,0,0.0,0,0,0,0,50,True,0,154
0,0,0,0,0.0,119,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,0,1,0,7761,2,1,0.0,0,0,0,0,45,False,0,119
0,0,0,0,0.0,222,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,20,0,0,0,0,1,0,1794,1,2,0.0,0,0,0,0,45,True,0,222
0,0,1,0,3.4,293,4,2,0,2.5,0.0,2022-08-06T11:30:00Z,77,9,0,0,0,0,1,0,1688654,2,2,24.0,2,0,0,0,80,False,0,293
0,0,0,0,0.0,476,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,0,1,0,28953,1,2,0.0,0,0,0,0,70,False,0,476
0,0,0,0,0.0,415,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,18,0,0,0,0,1,0,2166,1,4,0.0,0,0,0,0,45,False,0,415
0,0,0,0,0.0,378,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,15,0,0,0,0,1,0,23813,0,2,0.0,0,0,0,0,45,False,0,378
0,1,23,0,19.0,258,6,2,1,9.9,42.8,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,88735,2,2,37.0,8,0,0,0,45,True,0,258
2,1,30,0,23.3,445,8,1,0,7.8,30.6,2022-08-06T14:00:00Z,86,17,0,0,0,0,1,0,53050,1,4,24.0,9,0,0,0,50,True,0,445
0,0,0,0,0.0,207,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,515436,2,2,0.0,0,0,0,0,40,True,0,207
0,3,44,0,19.3,104,9,1,2,16.7,72.0,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,13469,2,1,76.0,15,0,0,0,55,False,0,104
0,0,0,0,0.0,339,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,140241,2,1,0.0,0,0,0,0,40,True,0,339
0,0,0,0,0.0,406,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,18,0,0,0,0,1,0,8321,1,4,0.0,0,0,0,0,55,False,0,406
0,0,2,1,0.6,66,2,0,0,4.8,4.4,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,102656,0,2,43.0,2,0,0,0,60,True,0,66
0,0,17,0,4.3,321,8,4,0,2.4,12.0,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,18407,1,4,8.0,2,0,0,0,45,False,0,321
1,0,19,0,62.2,261,6,2,0,15.0,28.2,2022-08-07T13:00:00Z,90,4,0,0,0,0,1,0,389016,2,2,60.0,5,0,0,0,80,True,0,261
0,0,0,0,0.0,41,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,16834,0,2,0.0,0,0,0,0,45,False,0,41
0,0,3,0,0.5,325,10,0,0,0.1,0.6,2022-08-07T15:30:00Z,1,19,0,0,0,0,1,0,45423,2,0,0.0,1,0,0,0,50,False,0,325
0,0,-1,0,13.0,335,9,2,0,5.0,1.8,2022-08-07T13:00:00Z,90,5,0,0,0,0,1,0,964460,2,1,35.0,2,0,0,0,65,True,0,335
0,0,0,0,0.0,462,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,13,0,0,0,0,1,0,2958,2,0,0.0,0,0,0,0,45,True,0,462
0,0,9,0,0.2,385,7,2,0,2.9,26.8,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,10896,0,2,2.0,1,0,0,0,45,False,0,385
0,0,0,0,0.0,570,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,0,2,1,0.0,0,0,0,0,45,True,0,570
0,0,2,0,0.0,123,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,1,14,0,0,0,0,1,0,71544,2,1,0.0,1,0,0,0,55,False,0,123
0,0,0,0,12.5,30,2,1,0,4.7,1.0,2022-08-06T14:00:00Z,65,3,0,0,0,0,1,0,180366,0,2,33.0,1,0,0,0,70,False,1,30
0,0,0,0,0.0,174,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,0,1,0,24639,2,0,0.0,0,0,0,0,40,True,0,174
0,0,0,0,0.0,132,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,8,0,0,0,0,1,0,68622,1,0,0.0,0,0,0,0,50,False,0,132
0,0,12,0,3.1,477,5,2,0,1.6,11.6,2022-08-06T14:00:00Z,90,11,0,0,0,0,1,0,55858,1,2,1.0,1,0,0,0,45,False,0,477
0,0,16,0,4.0,37,2,2,0,3.1,9.6,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,159781,0,2,17.0,2,0,0,0,55,False,0,37
0,0,0,0,0.0,323,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,0,1,0,55406,2,0,0.0,0,0,0,0,45,False,0,323
0,0,0,0,0.0,435,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,66668,1,4,0.0,0,0,0,0,45,True,0,435
0,0,0,0,0.0,60,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,2,0,0,0,0,1,0,4165,0,2,0.0,0,0,0,0,55,True,0,60
0,0,0,0,0.0,309,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,0,1,0,62453,2,0,0.0,0,0,0,0,60,False,0,309
0,0,3,0,0.3,150,3,0,0,2.5,5.2,2022-08-06T16:30:00Z,15,8,0,0,0,0,1,0,124903,1,0,19.0,1,0,0,0,55,False,0,150
0,0,0,0,0.0,97,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,0,1,0,18037,2,2,0.0,0,0,0,0,45,False,0,97
0,0,0,0,0.0,124,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,0,1,0,3959,2,1,0.0,0,0,0,0,50,False,0,124
0,0,5,1,5.0,142,3,0,0,3.7,8.6,2022-08-06T16:30:00Z,64,8,0,0,0,0,1,0,808300,1,0,23.0,3,0,0,0,80,False,0,142
0,0,18,0,40.8,101,9,1,0,6.2,16.8,2022-08-07T13:00:00Z,75,14,0,0,0,0,1,0,10196,2,1,4.0,2,0,0,0,50,False,0,101
0,0,7,0,0.8,524,7,1,0,2.1,12.4,2022-08-06T14:00:00Z,74,15,0,0,0,0,1,0,4256,0,2,8.0,1,0,0,0,50,False,1,524
0,0,16,0,1.3,44,2,2,0,2.2,20.8,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,22328,0,2,0.0,1,0,0,0,45,False,0,44
0,0,25,1,0.0,15,1,0,0,1.9,19.0,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,2,1128297,2,0,0.0,6,0,0,0,50,False,0,15
0,2,31,1,50.9,146,3,0,0,8.6,16.4,2022-08-06T16:30:00Z,90,8,0,0,0,0,1,0,3202426,1,0,19.0,7,0,0,0,60,False,1,146
0,2,33,0,56.1,407,8,4,1,12.9,49.2,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,717828,1,4,24.0,9,0,0,0,65,False,0,407
0,0,11,0,25.8,469,10,2,0,3.6,8.2,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,127504,2,0,2.0,2,0,0,0,55,True,0,469
0,0,0,0,0.0,183,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,6,0,0,0,0,1,0,11086,1,0,0.0,0,0,0,0,50,True,0,183
0,0,0,0,0.0,262,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,4,0,0,0,0,1,0,80900,2,2,0.0,0,0,0,0,65,True,0,262
0,0,3,0,0.1,559,9,0,0,0.0,0.2,2022-08-07T13:00:00Z,1,14,0,0,0,0,1,0,2027,2,1,0.0,1,0,0,0,45,False,0,559
0,0,5,0,5.2,512,8,4,0,3.8,9.4,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,50924,1,4,23.0,2,0,0,0,55,False,0,512
0,0,0,0,0.0,447,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,10723,1,4,0.0,0,0,0,0,45,True,0,447
0,0,24,1,3.1,520,3,0,0,3.9,18.4,2022-08-06T16:30:00Z,74,8,0,0,0,0,1,0,696788,1,0,17.0,6,0,0,0,55,False,0,520
0,0,0,0,0.0,232,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,20,0,0,0,0,1,0,21902,1,2,0.0,0,0,0,0,70,True,0,232
0,0,11,0,22.3,47,2,1,0,4.0,10.0,2022-08-06T14:00:00Z,45,3,0,0,0,0,1,0,172950,0,2,8.0,0,0,0,0,55,False,1,47
0,0,0,0,0.0,489,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,0,1,0,66256,1,2,0.0,0,0,0,0,40,False,0,489
1,0,15,0,2.8,107,9,1,0,3.2,10.2,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,7192,2,1,19.0,5,0,0,0,50,False,0,107
0,0,0,0,0.0,36,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,3,0,0,0,0,1,0,24272,0,2,0.0,0,0,0,0,45,False,0,36
0,0,0,0,0.0,383,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,15,0,0,0,0,1,0,42723,0,2,0.0,0,0,0,0,45,False,0,383
0,0,0,0,0.0,554,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,1410,1,4,0.0,0,0,0,0,50,True,0,554
0,0,12,1,15.0,3,1,0,0,3.4,16.6,2022-08-05T19:00:00Z,90,7,0,0,0,0,1,0,48303,2,0,2.0,2,0,0,0,50,False,1,3
0,0,17,1,46.5,374,7,0,0,7.1,21.2,2022-08-06T14:00:00Z,90,16,0,0,0,0,1,0,865697,0,2,3.0,3,0,0,0,60,True,0,374
0,0,0,0,0.0,454,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,20890,1,4,0.0,0,0,0,0,85,True,0,454
0,0,24,1,0.0,72,2,0,0,1.5,14.6,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,2,24837,0,2,0.0,6,0,0,0,45,True,0,72
0,0,0,0,0.0,438,8,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,17,0,0,0,0,1,0,204971,1,4,0.0,0,0,0,0,45,True,0,438
0,0,6,0,17.5,205,4,2,0,4.0,13.0,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,5104,2,2,9.0,1,0,0,0,55,True,1,205
0,0,0,0,0.0,12,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,7,0,0,0,0,1,0,141711,2,0,0.0,0,0,0,0,60,False,0,12
0,0,14,0,29.8,275,4,2,0,5.1,8.2,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,94154,2,2,13.0,2,0,0,0,55,False,0,275
1,3,40,1,14.1,73,2,0,0,6.6,49.6,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,8029,0,2,2.0,12,0,0,0,45,True,0,73
0,0,0,0,0.0,180,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,6,0,0,0,0,1,0,67755,1,0,0.0,0,0,0,0,45,True,0,180
0,0,0,0,0.0,253,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,4,0,0,0,0,1,0,799742,2,2,0.0,0,0,0,0,40,True,0,253
0,0,0,0,0.0,162,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,0,1,0,11149,2,0,0.0,0,0,0,0,45,True,0,162
0,0,0,0,0.0,98,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,0,1,0,4791,2,2,0.0,0,0,0,0,40,False,0,98
0,0,10,1,1.0,70,2,0,0,2.7,22.2,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,13415,0,2,4.0,2,0,0,0,55,True,1,70
0,0,0,0,0.0,278,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,1145,2,2,0.0,0,0,0,0,50,False,0,278
0,1,29,1,0.1,71,2,0,0,3.7,37.0,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,4990,0,2,0.0,7,0,0,0,45,True,0,71
0,0,0,0,0.0,2,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,116351,2,2,0.0,0,0,0,0,45,True,0,2
0,0,0,0,0.0,459,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,13,0,0,0,0,1,0,36776,2,0,0.0,0,0,0,0,50,True,0,459
0,0,0,0,0.0,349,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,16,0,0,0,0,1,0,4725,0,2,0.0,0,0,0,0,50,True,0,349
0,0,5,0,0.7,465,10,2,0,2.9,6.6,2022-08-07T15:30:00Z,90,13,0,0,0,0,1,0,547187,2,0,22.0,2,0,0,0,85,True,0,465
0,0,0,0,0.0,202,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,4354,2,2,0.0,0,0,0,0,50,True,0,202
1,0,16,0,12.2,418,8,4,0,4.7,22.6,2022-08-06T14:00:00Z,71,18,0,0,0,0,1,0,2795,1,4,12.0,5,0,0,0,50,False,0,418
0,0,0,0,0.0,236,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,20,0,0,0,0,1,0,40835,1,2,0.0,0,0,0,0,40,True,0,236
1,2,34,0,20.0,283,4,2,1,8.5,39.6,2022-08-06T11:30:00Z,90,9,0,0,0,0,1,0,4848340,2,2,25.0,12,0,0,0,130,False,0,283
0,0,3,0,13.1,294,4,1,0,2.1,4.0,2022-08-06T11:30:00Z,39,9,0,0,0,0,1,0,11317,2,2,4.0,1,0,0,0,50,False,0,294
0,0,11,0,0.0,213,4,2,0,1.0,10.2,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,1,12206,2,2,0.0,1,0,0,0,45,True,0,213
0,0,0,0,0.0,82,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,0,1,0,1296,2,2,0.0,0,0,0,0,50,False,0,82
0,0,6,1,14.4,373,7,0,0,8.1,14.0,2022-08-06T14:00:00Z,79,16,0,0,0,0,1,0,45439,0,2,53.0,3,0,0,0,50,True,0,373
0,0,3,0,0.5,148,3,0,0,0.3,2.2,2022-08-06T16:30:00Z,1,8,0,0,0,0,1,0,153243,1,0,0.0,1,0,0,0,60,False,0,148
0,0,5,0,0.0,455,10,0,0,0.1,1.2,2022-08-07T15:30:00Z,28,13,0,0,0,0,1,0,101841,2,0,0.0,1,0,0,0,50,True,0,455
0,0,0,0,0.0,84,6,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,10,0,0,0,0,1,0,2520,2,2,0.0,0,0,0,0,45,False,0,84
0,0,0,0,0.0,345,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,186351,2,1,0.0,0,0,0,0,70,True,0,345
0,0,0,0,0.0,347,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,5,0,0,0,0,1,0,5452,2,1,0.0,0,0,0,0,45,True,0,347
0,0,0,0,0.0,172,1,0,0,0.0,0.0,2022-08-05T19:00:00Z,0,1,0,0,0,0,1,0,4045,2,0,0.0,0,0,0,0,45,True,0,172
0,2,27,1,18.9,306,10,0,0,3.9,15.4,2022-08-07T15:30:00Z,90,19,0,0,0,0,1,0,3569038,2,0,5.0,7,0,0,0,70,False,1,306
0,0,3,0,0.9,394,7,2,0,0.6,0.0,2022-08-06T14:00:00Z,90,15,0,0,0,0,1,0,171887,0,2,6.0,2,0,0,0,60,False,0,394
0,0,2,0,0.3,242,5,0,0,0.1,0.2,2022-08-06T14:00:00Z,6,20,0,0,0,0,1,0,57638,1,2,0.0,1,0,0,0,55,True,0,242
0,0,15,0,0.0,152,1,2,0,1.4,13.8,2022-08-05T19:00:00Z,90,1,0,0,0,0,1,1,120146,2,0,0.0,1,0,0,0,45,True,0,152
0,0,16,0,26.9,433,8,1,0,4.7,19.8,2022-08-06T14:00:00Z,90,17,0,0,0,0,1,0,74064,1,4,0.0,2,0,0,0,55,True,0,433
0,0,0,0,0.0,178,3,0,0,0.0,0.0,2022-08-06T16:30:00Z,0,6,0,0,0,0,1,0,3565,1,0,0.0,0,0,0,0,45,True,0,178
0,0,0,0,0.0,320,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,0,1,0,9893,2,0,0.0,0,0,0,0,40,False,0,320
0,0,0,0,0.0,499,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,1014,2,2,0.0,0,0,0,0,40,False,0,499
0,0,0,0,0.0,567,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,11,0,0,0,0,1,0,0,1,2,0.0,0,0,0,0,45,False,0,567
0,2,30,1,0.2,64,2,0,1,5.9,42.0,2022-08-06T14:00:00Z,90,2,0,0,0,0,1,0,3496,0,2,17.0,10,0,0,0,50,True,0,64
0,0,0,0,0.0,353,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,16,0,0,0,0,1,0,236781,0,2,0.0,0,0,0,0,40,True,0,353
0,0,0,0,0.0,324,10,0,0,0.0,0.0,2022-08-07T15:30:00Z,0,19,0,0,0,0,1,0,40863,2,0,0.0,0,0,0,0,40,False,0,324
0,0,0,0,0.0,59,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,2,0,0,0,0,1,0,3897,0,2,0.0,0,0,0,0,45,True,0,59
0,0,0,0,0.0,221,5,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,20,0,0,0,0,1,0,6072,1,2,0.0,0,0,0,0,45,True,0,221
0,0,12,0,0.9,201,4,2,0,2.1,18.0,2022-08-06T11:30:00Z,90,12,0,0,0,0,1,0,7111,2,2,2.0,1,0,0,0,45,True,0,201
0,0,0,0,0.0,500,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,9,0,0,0,0,1,0,19524,2,2,0.0,0,0,0,0,40,False,0,500
